school_id_A,school_id_B,Potential_School_Name_transliterated,modified_name_transliterated,district,district_A,Fuzzy_match_score,Match_Type
2046,73597,sarasvati pra vi,saraswati pra vi,bajhang,bajhang,3.0,"District: complete, School level: complete, Root name: complete"
2155,72027,kalika u ma vi,kalika ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2316,5843,vidya mandira pra vi,bidya mandir pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2323,51198,deurali pra vi,deurali pra vi,gulmi,gulmi,3.0,"District: complete, School level: complete, Root name: complete"
2164,73843,shiba pra vi,shiva pra vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2165,72143,kedaraakhada ma vi,kedar akhada ma vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
2212,53631,mania pra vi,mani pra vi,arghakhanchi,arghakhanchi,3.0,"District: complete, School level: complete, Root name: complete"
2032,32816,janajagrriti ma vi,janajagriti ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2033,3831,rakta bachchala a vi,bhakta bachala a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2333,32579,jalakanya a vi,jal kanya a vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2034,3643,varaha kalika ma vi,baraha kalika ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2208,35553,salyanakota ma vi,salyankot ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2331,35776,sarasvati ma vi,saraswati ma vi,dhading,dhading,3.0,"District: complete, School level: complete, Root name: complete"
2168,13269,krrishna pra vi,krishna pra vi,jhapa,jhapa,3.0,"District: complete, School level: complete, Root name: complete"
2167,72027,malika ma vi,kalika ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2037,42486,maharudra a vi,maharudra a vi,gorkha,gorkha,3.0,"District: complete, School level: complete, Root name: complete"
2038,72785,mohanyala pra vi,mohanyal pra vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2039,72779,mohanyala ma vi,mohanayal ma vi,kailali,kailali,3.0,"District: complete, School level: complete, Root name: complete"
2166,7712,virenadra ma vi,birendra ma vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
2270,15390,sarasvati ma vi,saraswati ma vi,sunsari,sunsari,3.0,"District: complete, School level: complete, Root name: complete"
2624,62774,sarasvati ma vi,saraswati ma vi,humla,darchula,2.6,"District: partial, School level: complete, Root name: complete"
2545,42123,kalika pra vi,kalika pra vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
2840,42745,narayani a vi,narayani a vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
2853,41966,janata ma vi,janata ma vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
2089,13490,ma vi,ma vi,sunsari,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
2710,11422,dipendroya pra vi,dipendra pra vi,jhapa,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2948,11709,j~nanodaya pra vi,gnyanodaya pra vi,sankhuwasabha,palpa,2.5,"District: no match, School level: complete, Root name: complete"
2951,12946,kalika a vi,kalika a vi,okhaldhunga,manang,2.5,"District: no match, School level: complete, Root name: complete"
2159,32964,jharla~na pra vi,jharlang a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2160,33608,kuvapani pra vi,kuwapani a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2162,15721,shanishchare u ma vi,shanishchare ma vi,sunsari,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
2712,23669,shri pashupati pra vi,ram pashupati pra vi,parsa,palpa,2.5,"District: no match, School level: complete, Root name: complete"
2711,44458,thuli pokhari pra vi,thati pokhari a vi,syangja,syangja,2.5,"District: complete, School level: no match, Root name: complete"
2707,13864,manjushri pra vi,manjushree a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
2045,3811,bhairaba ma vi,bhairab ma vi,kavrepalanchok,kailali,2.5,"District: no match, School level: complete, Root name: complete"
2706,35518,shahida shukra u ma vi,sahid sukra ma vi,kathmandu,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2043,12180,jalpadevi pra vi,jalapa devi pra vi,sankhuwasabha,kailali,2.5,"District: no match, School level: complete, Root name: complete"
2163,3657,basneta a vi,basanta a vi,dhading,kailali,2.5,"District: no match, School level: complete, Root name: complete"
2953,12205,jaleshvari pra vi,jaleshwori pra vi,sankhuwasabha,dhading,2.5,"District: no match, School level: complete, Root name: complete"
2703,14556,pa~nchodaya ma vi,panchayat ma vi,morang,kailali,2.5,"District: no match, School level: complete, Root name: complete"
2954,16513,shri tribhuvana ma vi,shree tribhuwan ma vi,sunsari,palpa,2.5,"District: no match, School level: complete, Root name: complete"
2956,12367,janajyaeti pra vi,jana jyoti pra vi,sunsari,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2947,1407,balamandira pra vi,bal mandir pra vi,ilam,sindhupalchok,2.5,"District: no match, School level: complete, Root name: complete"
2047,14153,narayana pra vi,narayan pra vi,morang,kailali,2.5,"District: no match, School level: complete, Root name: complete"
2698,15851,shiva pra vi,shiva pra vi,dhankuta,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2154,15253,samajika adarsha pra vi,samajik adarsha a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
2743,23111,varahi pra vi,pra vi aurahi,sarlahi,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2739,61038,jagannatha a vi,jaganatha a vi,kalikot,baitadi,2.5,"District: no match, School level: complete, Root name: complete"
2738,13490,ma vi,ma vi,sunsari,baitadi,2.5,"District: no match, School level: complete, Root name: complete"
2737,15211,shri ratna pra vi,sahid ratna pra vi,jhapa,palpa,2.5,"District: no match, School level: complete, Root name: complete"
2736,15368,sharada pra vi,sarada pra vi,ilam,palpa,2.5,"District: no match, School level: complete, Root name: complete"
2930,3710,sajhapura ma vi,a vi sahapur,chitwan,chitwan,2.5,"District: complete, School level: no match, Root name: complete"
2734,13741,mahendra pra vi,mahendra pra vi,sunsari,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2146,41539,himagiri pra vi,himgiri a vi,kaski,kaski,2.5,"District: complete, School level: no match, Root name: complete"
2932,23107,sandipa pra vi,pra vi andipati,saptari,rupandehi,2.5,"District: no match, School level: complete, Root name: complete"
2935,12371,jivana jyoti u ma vi,jana jyoti pra vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
2936,1791,bhumesthana pra vi,bhumesthan a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
2937,14063,phulabari pra vi,mulabari pra vi,khotang,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2048,3949,bhumekalie pra vi,bhumekali a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2724,11082,chandra jyoti pra vi,chandra jyoti pra vi,solukhumbu,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2153,7425,bhageshvara pra vi,bhageshwar a vi,kailali,kailali,2.5,"District: complete, School level: no match, Root name: complete"
2957,12367,j~nanajyoti pra vi,jana jyoti pra vi,sunsari,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2041,3730,batase pra vi,batase a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2143,32746,vala premi ma vi,jana premi a vi,bhaktapur,bhaktapur,2.5,"District: complete, School level: no match, Root name: complete"
2181,3741,bauddha dharma pra vi,bauddha dharma a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
3002,15899,shri sarasvati ma vi,shree saraswati ma vi,panchthar,gorkha,2.5,"District: no match, School level: complete, Root name: complete"
2677,11652,gamga ma vi,garma ma vi,solukhumbu,palpa,2.5,"District: no match, School level: complete, Root name: complete"
2014,37243,sundaradebi pra vi,sundaradevi a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2179,16571,simha devi ma vi,siddha devi ma vi,panchthar,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
2013,33671,latidebi pra vi,latidevi ma vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2180,14946,ratamata pra vi,raktamala pra vi,okhaldhunga,dhading,2.5,"District: no match, School level: complete, Root name: complete"
2672,74307,shigasa ma vi,sigas pra vi,baitadi,baitadi,2.5,"District: complete, School level: no match, Root name: complete"
3006,32112,gorakhanatha pra vi,gorakh nath pra vi,sindhupalchok,manang,2.5,"District: no match, School level: complete, Root name: complete"
2963,37645,urleni pra vi,urleni pra vi,sindhupalchok,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
2669,54787,samakota pra vi,samkot a vi,arghakhanchi,arghakhanchi,2.5,"District: complete, School level: no match, Root name: complete"
2012,11060,chandeshvari pra vi,chandeshwary pra vi,bhojpur,dhading,2.5,"District: no match, School level: complete, Root name: complete"
2661,42191,kaule deurali pra vi,kaule deurali a vi,syangja,syangja,2.5,"District: complete, School level: no match, Root name: complete"
3009,17440,yugajyoti pra vi,yuwa jyoti pra vi,khotang,arghakhanchi,2.5,"District: no match, School level: complete, Root name: complete"
2187,4574,bhrrikuti pra vi,bhrikuti pra vi,myagdi,kailali,2.5,"District: no match, School level: complete, Root name: complete"
3010,12158,jalaka.nda a vi,jala kanya a vi,morang,arghakhanchi,2.5,"District: no match, School level: complete, Root name: complete"
3011,4869,chauvaha a vi,chauraha a vi,baglung,arghakhanchi,2.5,"District: no match, School level: complete, Root name: complete"
3001,1223,araniko ma vi,araniko ma vi,jhapa,makwanpur,2.5,"District: no match, School level: complete, Root name: complete"
2176,33451,khanigau.n pra vi,khani gaun a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2681,44181,siddhaganesha a vi,siddha ganesh a vi,gorkha,kaski,2.5,"District: no match, School level: complete, Root name: complete"
2998,3800,bhagyodaya u ma vi,bhagyodaya ma vi,kathmandu,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2965,13016,kalika nerau ma vi,kalika ma vi nerpa,khotang,arghakhanchi,2.5,"District: no match, School level: complete, Root name: complete"
2036,71365,gvasi a vi,gwasi a vi,kanchanpur,kailali,2.5,"District: no match, School level: complete, Root name: complete"
2975,12702,janata ni ma via vi,janata ma via,morang,parsa,2.5,"District: no match, School level: complete, Root name: complete"
2028,14948,ra pra vi,ram pra vi,dhankuta,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
2978,31048,vindu keshara pra vi,bindu keshar a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2979,33654,lamaguru mahadeva ma vi,lamaguru mahadev sec vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2687,15860,shri navajyoti pra vi,shiva jyoti pra vi,ilam,palpa,2.5,"District: no match, School level: complete, Root name: complete"
2173,51770,harkapura ma vi,harpur ma vi,nawalparasi,dhading,2.5,"District: no match, School level: complete, Root name: complete"
2980,1363,balakalyana pra vi,bal kalyan pra vi,dhankuta,arghakhanchi,2.5,"District: no match, School level: complete, Root name: complete"
2025,2957,gaurishamkara pra vi,gauri shankar pra vi,sarlahi,dhading,2.5,"District: no match, School level: complete, Root name: complete"
2991,32320,shanti shiksha mandira ma vi,harati sikshya mandir,kathmandu,kathmandu,2.5,"District: complete, School level: no match, Root name: complete"
2020,14948,ra pra vi,ram pra vi,dhankuta,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
2684,12426,janapriya ma vi,jana priya ma vi,tehrathum,makwanpur,2.5,"District: no match, School level: complete, Root name: complete"
2994,23306,manikapura pra vi,pra vi manikpur,parsa,dang,2.5,"District: no match, School level: complete, Root name: complete"
2018,36953,shamitara a vi,shyamtar a vi,dolakha,dhading,2.5,"District: no match, School level: complete, Root name: complete"
2929,15364,sharada ma vi,sarada ma vi,khotang,rautahat,2.5,"District: no match, School level: complete, Root name: complete"
2141,31490,dha.ndakharka pra vi,dadha kharka pra vi,nuwakot,dhading,2.5,"District: no match, School level: complete, Root name: complete"
2848,3831,bhaktabachchala pra vi,bhakta bachala a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
2801,74545,trimurti pra vi,trimurti pra vi,kanchanpur,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2078,61968,marpaka pokhara pra vi,malika pra vi pokhara,dailekh,doti,2.5,"District: no match, School level: complete, Root name: complete"
2809,179,a vi,a vi,sunsari,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
2883,12378,janakalyana pra vi,jana kalyan pra vi,dhankuta,syangja,2.5,"District: no match, School level: complete, Root name: complete"
2074,14948,ra pra vi,ram pra vi,dhankuta,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
2886,43320,sahida sandesha smrriti pra vi,sahid sandesh smriti a vi,gorkha,gorkha,2.5,"District: complete, School level: no match, Root name: complete"
2888,3952,bhumeshvara ma vi,bhumeshwari ma vi,sindhupalchok,kaski,2.5,"District: no match, School level: complete, Root name: complete"
2115,36098,siladebi pra vi,shiladevi a vi,dhading,dhading,2.5,"District: complete, School level: no match, Root name: complete"
